행정구역,총인구수,연령구간인구수,2020년12월_계_0~9세,2020년12월_계_10~19세,2020년12월_계_20~29세,2020년12월_계_30~39세,2020년12월_계_40~49세,2020년12월_계_50~59세,2020년12월_계_60~69세,2020년12월_계_70~79세,2020년12월_계_80~89세,2020년12월_계_90~99세,2020년12월_계_100세 이상
서울특별시 양천구 신월4동(1147059000),18403,18403,1492,1624,2187,2508,3050,2842,2730,1397,501,62,10
서울특별시 양천구 신월5동(1147060000),15044,15044,1003,1276,2151,2111,2305,2548,2161,1068,362,52,7
서울특별시 양천구 신월6동(1147061000),13748,13748,1446,1241,1604,2586,2158,2033,1647,768,214,40,11
서울특별시 양천구 신월7동(1147061100),20519,20519,1060,1388,2658,2644,2986,3605,3450,1825,803,96,4
서울특별시 양천구 신정1동(1147062000),20949,20949,1854,3059,2471,2078,4110,3542,2187,1093,451,97,7
서울특별시 양천구 신정2동(1147063000),20047,20047,1315,2967,2591,1811,3813,3621,2262,1114,464,73,16
서울특별시 양천구 신정3동(1147064000),46393,46393,3411,5282,5906,5743,8020,7837,5756,3109,1128,186,15
서울특별시 양천구 신정4동(1147065000),33521,33521,1699,2327,5287,5089,5260,5420,4776,2682,865,100,16
서울특별시 양천구 신정6동(1147067000),25014,25014,2088,3683,3194,2754,4748,4407,2607,1006,428,98,1
서울특별시 양천구 신정7동(1147068000),29891,29891,1976,3482,3604,3235,5208,5279,3963,2047,932,147,18
서울특별시 강서구 (1150000000),580185,580185,39560,44694,86991,99062,90888,86196,76340,38915,14778,2522,239
서울특별시 강서구 염창동(1150051000),41894,41894,4151,4566,5431,7351,7680,5957,4202,1755,695,95,11
서울특별시 강서구 등촌제1동(1150052000),24145,24145,1318,1342,5000,6010,3263,3037,2244,1135,654,136,6
서울특별시 강서구 등촌제2동(1150053000),21099,21099,1315,1645,3320,3538,3072,3449,2865,1360,450,83,2
서울특별시 강서구 등촌제3동(1150053500),31478,31478,1717,2063,4179,4661,3930,5368,5248,2559,1448,294,11
서울특별시 강서구 화곡제1동(1150054000),52358,52358,2790,2516,9336,10553,7543,7464,7027,3774,1173,160,22
서울특별시 강서구 화곡제2동(1150055000),18442,18442,1242,1438,2624,2928,3104,2854,2448,1342,388,67,7
서울특별시 강서구 화곡제3동(1150056000),21785,21785,1324,1637,3141,3208,3241,3319,3438,1784,567,101,25
서울특별시 강서구 화곡제4동(1150057000),21108,21108,1151,1374,2987,3389,3255,3433,3168,1659,597,88,7
서울특별시 강서구 화곡본동(1150059000),34581,34581,2239,2439,5957,6358,5532,4891,4236,2114,677,129,9
서울특별시 강서구 화곡제6동(1150059100),24934,24934,1279,1675,4243,4181,3668,3964,3624,1647,552,95,6
서울특별시 강서구 화곡제8동(1150059300),25223,25223,1354,1642,3871,4269,4013,3772,3530,2081,601,83,7
서울특별시 강서구 가양제1동(1150060300),34184,34184,1718,1892,8432,8328,4593,4293,3191,1169,479,84,5
서울특별시 강서구 가양제2동(1150060400),14500,14500,515,484,1708,2410,1501,2210,3229,1533,767,139,4
서울특별시 강서구 가양제3동(1150060500),15477,15477,720,589,1849,3123,1910,2283,2668,1561,653,118,3
서울특별시 강서구 발산제1동(1150061100),37390,37390,3450,4998,4613,4433,7257,5711,3886,2131,765,135,11
서울특별시 강서구 우장산동(1150061500),43778,43778,3816,5478,5278,5590,8668,6523,4967,2553,756,126,23
서울특별시 강서구 공항동(1150062000),26939,26939,2601,1729,3790,5021,4289,3820,3236,1675,649,101,28
서울특별시 강서구 방화제1동(1150063000),44305,44305,4309,4226,5319,6492,7709,6535,5629,2822,1076,174,14
서울특별시 강서구 방화제2동(1150064000),23122,23122,1169,1451,3324,3493,3192,3704,3625,2129,885,124,26
서울특별시 강서구 방화제3동(1150064100),23443,23443,1382,1510,2589,3726,3468,3609,3879,2132,946,190,12
서울특별시 구로구 (1153000000),404408,404408,28199,30189,55415,63147,63203,63330,55983,31804,11443,1516,179
서울특별시 구로구 신도림동(1153051000),36188,36188,3624,3526,4337,6244,6540,5095,4028,1977,716,91,10
서울특별시 구로구 구로제1동(1153052000),21232,21232,1891,1961,2828,3889,3633,3011,2618,973,356,67,5
서울특별시 구로구 구로제2동(1153053000),24601,24601,892,1447,3257,2928,3505,4719,4039,2673,987,124,30
서울특별시 구로구 구로제3동(1153054000),23883,23883,1354,1434,4141,5020,4021,3058,2582,1579,601,72,21
서울특별시 구로구 구로제4동(1153055000),20378,20378,823,1138,2825,2932,2972,3536,3113,2118,814,90,17
서울특별시 구로구 구로제5동(1153056000),29358,29358,1846,1604,5067,5439,4128,4557,3762,2094,776,83,2
서울특별시 구로구 가리봉동(1153059500),9280,9280,237,291,1488,1261,1182,1865,1635,872,366,60,23
서울특별시 구로구 고척제1동(1153072000),23151,23151,1328,1967,3292,2906,3516,3938,3524,1943,642,89,6
서울특별시 구로구 고척제2동(1153073000),27336,27336,1836,2232,3615,3316,4282,4787,3949,2340,870,101,8
서울특별시 구로구 개봉제1동(1153074000),34337,34337,2187,2472,4627,5080,4970,5864,5123,2849,1020,136,9
서울특별시 구로구 개봉제2동(1153075000),31763,31763,2186,2325,3867,4570,4850,4981,5049,2895,907,122,11
서울특별시 구로구 개봉제3동(1153076000),20848,20848,1203,1464,2611,2790,3223,3494,3454,1825,693,80,11
서울특별시 구로구 오류제1동(1153077000),22687,22687,1243,1227,3993,4366,3185,3056,3005,1841,671,95,5
서울특별시 구로구 오류제2동(1153078000),39112,39112,3319,3918,4656,5183,6701,5696,5046,3253,1163,168,9
서울특별시 구로구 수궁동(1153079000),23970,23970,1476,2017,3089,3314,3833,3924,3591,1970,650,95,11
서울특별시 구로구 항동(1153080000),16284,16284,2754,1166,1722,3909,2662,1749,1465,602,211,43,1
서울특별시 금천구 (1154500000),231733,231733,12548,14669,37127,35481,32903,40292,33119,18059,6479,879,177
서울특별시 금천구 가산동(1154551000),23076,23076,693,702,6543,5447,2746,2971,2361,1181,370,53,9
서울특별시 금천구 독산제1동(1154561000),42122,42122,3234,2291,7311,8407,6221,6209,4855,2551,924,103,16
서울특별시 금천구 독산제2동(1154562000),19047,19047,895,1221,2850,2500,2610,3822,3026,1553,482,72,16
서울특별시 금천구 독산제3동(1154563000),24571,24571,1018,1366,3862,3562,3285,4779,3888,1957,719,112,23
서울특별시 금천구 독산제4동(1154564000),15562,15562,652,980,2292,1987,2112,3258,2485,1313,414,53,16
서울특별시 금천구 시흥제1동(1154567000),33770,33770,1859,2311,5046,4790,5002,5947,4837,2797,993,166,22
서울특별시 금천구 시흥제2동(1154568000),21967,21967,1566,2150,2496,2480,3498,3810,3269,1833,717,109,39
서울특별시 금천구 시흥제3동(1154569000),11126,11126,559,699,1447,1434,1563,2010,1932,1061,374,43,4
서울특별시 금천구 시흥제4동(1154570000),20797,20797,1119,1506,2733,2590,2974,3924,3386,1829,642,78,16
서울특별시 금천구 시흥제5동(1154571000),19695,19695,953,1443,2547,2284,2892,3562,3080,1984,844,90,16
서울특별시 영등포구 (1156000000),379480,379480,25836,24278,59076,69245,56438,56931,47072,27380,11339,1598,287
서울특별시 영등포구 영등포본동(1156051500),21479,21479,1447,1261,2852,3313,3144,3651,3193,1823,676,105,14
서울특별시 영등포구 영등포동(1156053500),28118,28118,1222,878,6740,6877,3527,3610,3031,1527,581,100,25
서울특별시 영등포구 여의동(1156054000),34135,34135,2932,2918,3870,5269,5479,5174,4121,2687,1448,210,27
서울특별시 영등포구 당산제1동(1156055000),20750,20750,1153,984,3553,4235,2925,3066,2639,1462,639,79,15
서울특별시 영등포구 당산제2동(1156056000),37560,37560,2806,2296,7336,8213,5249,4820,3775,2012,882,138,33
서울특별시 영등포구 도림동(1156058500),18249,18249,992,952,2781,3238,2735,3003,2329,1490,625,87,17
서울특별시 영등포구 문래동(1156060500),33190,33190,3377,2944,3849,6197,5985,4193,3573,2077,840,129,26
서울특별시 영등포구 양평제1동(1156061000),17393,17393,1220,1019,2744,4316,2765,2050,1686,1076,439,68,10
서울특별시 영등포구 양평제2동(1156062000),22380,22380,1668,1590,3686,5180,3356,3056,2195,1104,467,71,7
서울특별시 영등포구 신길제1동(1156063000),17469,17469,599,885,3392,2990,2441,2554,2295,1544,659,89,21
서울특별시 영등포구 신길제3동(1156065000),16896,16896,1185,1143,2172,2547,2491,2900,2450,1417,509,74,8
서울특별시 영등포구 신길제4동(1156066000),12122,12122,809,830,1559,1811,1873,1997,1787,983,404,54,15
서울특별시 영등포구 신길제5동(1156067000),11186,11186,827,764,1390,1635,1649,1943,1673,898,340,50,17
서울특별시 영등포구 신길제6동(1156068000),18071,18071,1016,1107,3091,2939,2484,2821,2565,1385,574,76,13
서울특별시 영등포구 신길제7동(1156069000),20289,20289,2102,1733,2813,3488,3320,3102,2144,1067,452,54,14
서울특별시 영등포구 대림제1동(1156070000),14870,14870,865,897,2182,1997,2130,2532,2190,1460,531,70,16
서울특별시 영등포구 대림제2동(1156071000),12409,12409,456,594,1896,1700,1695,2199,1877,1414,513,59,6
서울특별시 영등포구 대림제3동(1156072000),22914,22914,1160,1483,3170,3300,3190,4260,3549,1954,760,85,3
서울특별시 동작구 (1159000000),391220,391220,24564,27821,66545,62096,58912,58343,49162,29755,11895,1814,313
서울특별시 동작구 노량진제1동(1159051000),32052,32052,1940,2003,5591,5424,4352,4706,4227,2469,1141,169,30
서울특별시 동작구 노량진제2동(1159052000),12669,12669,342,571,2342,1912,1553,2150,1985,1214,509,79,12
서울특별시 동작구 상도제1동(1159053000),45139,45139,2919,3203,9844,6307,6569,6353,5278,3103,1305,219,39
서울특별시 동작구 상도제2동(1159054000),27856,27856,2266,1908,4299,4683,4312,4121,3297,1947,855,139,29
서울특별시 동작구 상도제3동(1159055000),25069,25069,1233,1670,4228,4208,3694,3875,3186,2055,801,105,14
서울특별시 동작구 상도제4동(1159056000),28943,28943,1684,1921,4593,4842,4389,4412,3798,2267,907,118,12
서울특별시 동작구 흑석동(1159060500),32391,32391,2369,2155,5150,4555,4910,5244,4019,2554,1184,197,54
서울특별시 동작구 사당제1동(1159062000),23071,23071,836,893,5256,4649,2947,3090,3019,1772,536,66,7
서울특별시 동작구 사당제2동(1159063000),27238,27238,1795,1654,3681,4487,4048,4191,3868,2443,903,135,33
서울특별시 동작구 사당제3동(1159064000),25012,25012,2127,1635,3396,4127,3827,3645,3425,2044,670,94,22
서울특별시 동작구 사당제4동(1159065000),14421,14421,742,754,2520,2498,2074,2101,2000,1235,422,69,6
서울특별시 동작구 사당제5동(1159065100),14702,14702,1073,993,2224,2601,2337,2186,1803,1017,388,67,13
서울특별시 동작구 대방동(1159066000),38795,38795,2263,4222,6487,5427,6626,5836,4168,2504,1062,176,24
서울특별시 동작구 신대방제1동(1159067000),23660,23660,1530,2525,3409,3093,4025,3729,2931,1652,662,97,7
서울특별시 동작구 신대방제2동(1159068000),20202,20202,1445,1714,3525,3283,3249,2704,2158,1479,550,84,11
서울특별시 관악구 (1162000000),495060,495060,22372,28600,109135,86781,68484,68052,59243,37176,13141,1753,323
서울특별시 관악구 보라매동(1162052500),24563,24563,1207,1468,4687,4068,3437,3391,3323,2150,722,101,9
서울특별시 관악구 청림동(1162054500),15591,15591,1297,1145,1858,2616,2492,2330,1993,1226,533,77,24
서울특별시 관악구 성현동(1162056500),30296,30296,2042,2949,3998,3931,5060,4805,3883,2515,943,140,30
서울특별시 관악구 행운동(1162057500),29302,29302,1197,1382,7457,6042,3692,3472,3170,2108,667,97,18
서울특별시 관악구 낙성대동(1162058500),17013,17013,690,842,5548,3522,2030,1662,1343,960,358,47,11
서울특별시 관악구 청룡동(1162059500),35128,35128,1281,1676,11170,6736,4064,3904,3316,2168,697,96,20
서울특별시 관악구 은천동(1162060500),34023,34023,2143,2652,5501,5397,5278,4892,4322,2751,951,119,17
서울특별시 관악구 중앙동(1162061500),15372,15372,430,587,4446,3013,1751,1825,1695,1139,431,46,9
서울특별시 관악구 인헌동(1162062500),26154,26154,1163,1584,5820,4957,3612,3493,2928,1849,658,82,8
서울특별시 관악구 남현동(1162063000),18395,18395,1029,801,3952,3719,2308,2561,2248,1309,405,60,3
서울특별시 관악구 서원동(1162064500),22848,22848,681,855,6501,4567,2768,2806,2519,1528,562,51,10
서울특별시 관악구 신원동(1162065500),18313,18313,616,852,4393,3267,2280,2446,2233,1569,563,79,15
서울특별시 관악구 서림동(1162066500),23839,23839,828,1096,5713,4734,3296,3132,2787,1581,575,77,20
서울특별시 관악구 신사동(1162068500),22797,22797,797,1154,5798,3914,3010,3242,2588,1642,569,68,15
서울특별시 관악구 신림동(1162069500),21849,21849,362,480,8406,5606,2485,1755,1453,941,301,44,16
서울특별시 관악구 난향동(1162071500),15799,15799,1233,1432,1734,1908,2971,2576,2117,1303,453,59,13
서울특별시 관악구 조원동(1162072500),17558,17558,666,862,4091,3279,2259,2398,2195,1257,480,63,8
서울특별시 관악구 대학동(1162073500),23669,23669,729,983,6186,4791,3576,3190,2289,1339,511,63,12
서울특별시 관악구 삼성동(1162074500),23785,23785,908,1554,2907,2688,3420,4240,4131,2683,1046,178,30
서울특별시 관악구 미성동(1162076500),31206,31206,1766,2326,4825,4291,4742,5002,4658,2627,844,104,21
서울특별시 관악구 난곡동(1162077500),27560,27560,1307,1920,4144,3735,3953,4930,4052,2531,872,102,14
서울특별시 서초구 (1165000000),425126,425126,33851,45329,55091,63224,77355,63197,47797,27434,9787,1829,232
서울특별시 서초구 서초1동(1165051000),20990,20990,1522,1960,2830,3589,3803,2997,2386,1335,471,94,3
서울특별시 서초구 서초2동(1165052000),21503,21503,1793,1907,3063,4262,3855,2852,2105,1203,367,77,19
서울특별시 서초구 서초3동(1165053000),31979,31979,1788,2797,5256,5407,5056,4895,3665,2164,797,137,17
서울특별시 서초구 서초4동(1165053100),31470,31470,2992,4227,3594,3728,6398,4772,3065,1860,694,121,19
서울특별시 서초구 잠원동(1165054000),28346,28346,2173,3464,3678,3851,5547,4627,2847,1425,592,122,20
서울특별시 서초구 반포본동(1165055000),11940,11940,591,1896,1494,891,2256,2174,1260,996,331,38,13
서울특별시 서초구 반포1동(1165056000),32317,32317,3083,3517,4232,5500,6624,4119,2991,1622,512,98,19
서울특별시 서초구 반포2동(1165057000),16076,16076,1858,2771,1360,1538,3721,2139,1341,937,323,62,26
서울특별시 서초구 반포3동(1165058000),22352,22352,2000,2980,2495,2621,4575,3489,2257,1301,517,103,14
서울특별시 서초구 반포4동(1165058100),19390,19390,1688,2171,2328,2649,3581,2869,2334,1249,418,96,7
서울특별시 서초구 방배본동(1165059000),21102,21102,1509,2767,2680,2428,3962,3427,2279,1322,616,104,8
서울특별시 서초구 방배1동(1165060000),17264,17264,1180,1337,2503,2970,2800,2461,2128,1335,459,78,13
서울특별시 서초구 방배2동(1165061000),20258,20258,1181,1640,2862,3178,3086,3167,2859,1649,527,96,13
서울특별시 서초구 방배3동(1165062000),21311,21311,1324,1996,2790,2940,3224,3535,3163,1636,588,112,3
서울특별시 서초구 방배4동(1165062100),23760,23760,1672,2628,3213,3625,4299,3532,2406,1642,646,85,12
서울특별시 서초구 양재1동(1165065100),44522,44522,4037,4340,5404,6768,7762,6302,5625,3016,1037,225,6
서울특별시 서초구 양재2동(1165065200),22464,22464,1441,1629,3373,4545,3734,3342,2627,1299,375,91,8
서울특별시 서초구 내곡동(1165066000),18082,18082,2019,1302,1936,2734,3072,2498,2459,1443,517,90,12
서울특별시 강남구 (1168000000),539231,539231,36766,59134,73940,81838,99266,80350,59423,34167,11813,2238,296
서울특별시 강남구 신사동(1168051000),16663,16663,957,1693,2274,2383,2954,2495,1788,1404,609,96,10
서울특별시 강남구 논현1동(1168052100),23012,23012,709,884,4640,5814,3873,2826,2309,1376,488,73,20
서울특별시 강남구 논현2동(1168053100),21739,21739,1124,1316,3552,4574,3825,2974,2234,1544,487,89,20
서울특별시 강남구 압구정동(1168054500),27270,27270,2146,2819,3191,3386,4880,4112,3157,2436,962,163,18
서울특별시 강남구 청담동(1168056500),27029,27029,2164,2279,3808,4437,4808,3993,2999,1773,615,123,30
서울특별시 강남구 삼성1동(1168058000),13391,13391,855,1283,1911,1955,2179,2166,1694,970,301,69,8
서울특별시 강남구 삼성2동(1168059000),30126,30126,2422,3502,3893,4974,6443,4144,2453,1692,506,83,14
서울특별시 강남구 대치1동(1168060000),24889,24889,1979,5530,2468,1564,6133,3811,1928,1047,349,66,14
서울특별시 강남구 대치2동(1168061000),37600,37600,1967,6402,4956,3272,7294,6734,4161,2085,598,109,22
서울특별시 강남구 대치4동(1168063000),20461,20461,757,2560,3433,3364,4101,3219,1579,1081,317,42,8
서울특별시 강남구 역삼1동(1168064000),35824,35824,1044,1442,7545,10078,6062,4236,3048,1690,560,94,25
서울특별시 강남구 역삼2동(1168065000),36967,36967,2938,5571,4684,5243,8669,4846,2585,1747,565,98,21
서울특별시 강남구 도곡1동(1168065500),22085,22085,1766,2360,2981,3227,3873,3508,2564,1233,473,91,9
서울특별시 강남구 도곡2동(1168065600),33939,33939,2929,4779,4016,3581,6553,5476,3564,2138,748,140,15
